Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
101144,Medical,Junior,3.301,2.13,Debugging/Troubleshooting,Beginner,1,FALSE,,1,Strict_Ban,9,2.816,92.31,Medium
101145,Humanities,Senior,3.048,2.99,Copywriting/Drafting,Advanced,3,TRUE,9.71,2,Allowed_With_Disclosure,2,3.57,76.92,Low
101146,Business,Sophomore,3.401,13.19,Debugging/Troubleshooting,Advanced,1,FALSE,11.14,5,Allowed_With_Citation,10,3.648,87.55,Low
101147,Medical,Senior,3.08,11.5,Copywriting/Drafting,Intermediate,4,FALSE,0.62,1,Allowed_With_Citation,10,2.94,76.37,High
101148,Business,Freshman,3.56,13.46,Copywriting/Drafting,Intermediate,2,FALSE,10.11,1,Strict_Ban,10,3.283,69.13,Low
101149,Medical,Junior,3.371,15.63,Copywriting/Drafting,,2,FALSE,5.91,5,Allowed_With_Citation,4,4,62.19,High
101150,STEM,Junior,3.175,7.11,SUMMARIZING_READING,Beginner,4,TRUE,13.38,2,Allowed_With_Citation,8,3.667,65.28,Medium
101151,STEM,Sophomore,2.892,3.86,Ideation,Beginner,2,TRUE,15.01,1,Allowed_With_Disclosure,5,2.96,37.73,Low
101152,STEM,Senior,3.648,12.1,Copywriting/Drafting,Beginner,3,TRUE,9.01,2,Allowed_With_Disclosure,1,2.997,89.65,Medium
101153,Humanities,Senior,,25.8,Summarizing_Reading,Advanced,3,FALSE,11.61,5,Strict_Ban,4,2.796,58.94,Medium
101154,Business,Sophomore,4,2.64,Summarizing_Reading,Advanced,4,FALSE,4.99,4,Strict_Ban,4,3.876,59.3,Medium
101155,Humanities,Junior,3.41,9.99,Debugging/Troubleshooting,Beginner,4,FALSE,9.67,2,Allowed_With_Citation,8,3.621,77.69,High
101156,STEM,Freshman,3.444,4.56,Debugging/Troubleshooting,Intermediate,4,FALSE,10.35,5,Allowed_With_Citation,10,3.638,59.71,Low
101157,Business,Freshman,2.614,,Copywriting/Drafting,Beginner,1,FALSE,8.09,2,Allowed_With_Disclosure,5,3.201,71.04,High
101158,STEM,Sophomore,3.324,20.49,Ideation,Intermediate,1,FALSE,10.51,5,Allowed_With_Citation,6,3.983,74.04,Low
101159,Humanities,Sophomore,,3.73,Summarizing_Reading,,5,FALSE,10.02,5,Allowed_With_Citation,9,3.624,42.15,Medium
101160,Humanities,Sophomore,3.531,6.99,Summarizing_Reading,Intermediate,1,FALSE,17.85,3,Allowed_With_Citation,1,3.046,69.9,Medium
101161,Humanities,Senior,3.334,4.78,Summarizing_Reading,Advanced,3,FALSE,11.78,2,Allowed_With_Disclosure,8,3.311,56.85,High
101162,STEM,Junior,3.594,10.53,Summarizing_Reading,Intermediate,4,FALSE,3.85,4,Allowed_With_Disclosure,9,3.117,40.62,Medium
101163,Business,Junior,4,20.35,Copywriting/Drafting,Beginner,2,FALSE,12.03,1,Allowed_With_Disclosure,10,3.746,64.1,Low
101164,Business,Sophomore,2.881,2.82,Summarizing_Reading,Beginner,2,FALSE,14.45,3,Strict_Ban,5,3.386,99.6,Low
101165,STEM,Freshman,3.579,9.3,Summarizing_Reading,Beginner,3,TRUE,10.74,2,Allowed_With_Disclosure,5,3.601,100,Medium
101166,Business,Senior,3.473,,Debugging/Troubleshooting,Intermediate,5,FALSE,9.43,3,Allowed_With_Citation,6,2.876,73.12,High
101167,STEM,Sophomore,3.992,6.39,Summarizing_Reading,Beginner,1,FALSE,11.22,4,Allowed_With_Disclosure,8,3.375,83.99,High
101168,Business,Senior,3.482,11.13,Ideation,Beginner,3,FALSE,22.98,2,Allowed_With_Citation,1,3.248,62.21,Medium
101169,Medical,Sophomore,3.441,2.73,Copywriting/Drafting,Advanced,4,TRUE,14.31,2,Allowed_With_Citation,6,2.982,96.12,Low
101170,Medical,Senior,3.541,17.5,Summarizing_Reading,Intermediate,3,FALSE,13,4,Allowed_With_Disclosure,2,4,83.78,Low
101171,Humanities,Freshman,3.569,3.7,Debugging/Troubleshooting,Intermediate,5,FALSE,10.4,1,Allowed_With_Citation,10,3.142,62.14,Medium
101172,Medical,Freshman,3.782,2.56,Debugging/Troubleshooting,Advanced,3,TRUE,15.38,4,Allowed_With_Disclosure,4,3.132,51.33,Medium
101173,Medical,Freshman,2.872,5.33,Copywriting/Drafting,Beginner,2,FALSE,8.9,5,Strict_Ban,10,3.679,66.09,Low
101174,Medical,Freshman,3.043,3.92,Debugging/Troubleshooting,Beginner,5,FALSE,15.1,4,Allowed_With_Disclosure,4,3.266,78.31,Low
101175,STEM,Junior,3.894,8.18,Summarizing_Reading,Intermediate,5,TRUE,6.48,1,Allowed_With_Disclosure,3,3.416,87.72,Low
101176,Medical,Junior,2.417,21.29,Summarizing_Reading,Intermediate,3,FALSE,21.18,5,Allowed_With_Citation,5,3.323,47.51,Medium
101177,Medical,Senior,3.166,3.19,Debugging/Troubleshooting,Advanced,2,TRUE,15.83,3,Allowed_With_Citation,2,3.752,51.53,Medium
101178,Humanities,Sophomore,3.26,,Debugging/Troubleshooting,Advanced,1,FALSE,15.74,4,Strict_Ban,3,2.715,83.66,High
101179,Medical,Junior,3.129,12.43,Copywriting/Drafting,Beginner,5,FALSE,7.37,1,Strict_Ban,5,2.787,80.98,Medium
101180,Medical,Sophomore,3.832,6.24,Debugging/Troubleshooting,Intermediate,3,FALSE,10.35,3,Strict_Ban,5,3.428,92.35,Low
101181,Business,Senior,3.39,20.89,Debugging/Troubleshooting,,2,TRUE,18.24,2,Allowed_With_Citation,1,3.107,48.86,Medium
101182,Humanities,Sophomore,3.045,2.46,Summarizing_Reading,Intermediate,5,FALSE,12.58,5,Strict_Ban,4,3.074,54.76,Medium
101183,Humanities,Freshman,2.946,5.56,Debugging/Troubleshooting,Intermediate,4,FALSE,8.73,3,Allowed_With_Citation,7,3.347,70.51,Medium
101184,Humanities,Freshman,3.313,5.22,Debugging/Troubleshooting,Beginner,4,FALSE,6.74,4,Allowed_With_Disclosure,3,3.422,57.52,Medium
101185,Humanities,Junior,3.666,0.8,Copywriting/Drafting,Intermediate,5,FALSE,11.18,2,Strict_Ban,4,2.965,68.44,Medium
101186,Humanities,Senior,3.255,4.71,Ideation,Intermediate,5,FALSE,12.71,4,Allowed_With_Disclosure,5,3.193,89.62,Low
101187,Humanities,Junior,3.146,7.98,Copywriting/Drafting,Beginner,2,FALSE,11.61,3,Allowed_With_Citation,5,3.283,74.53,Low
101188,STEM,Junior,2.922,4.81,Copywriting/Drafting,Intermediate,5,FALSE,11.93,4,Allowed_With_Citation,7,3.212,81.24,Low
101189,Medical,Junior,3.35,4.08,Summarizing_Reading,Advanced,2,FALSE,12.16,4,Allowed_With_Citation,10,3.386,75.99,Medium
101190,Humanities,Senior,3.327,15.98,Ideation,Advanced,5,FALSE,13.38,3,Strict_Ban,9,3.141,70.18,Medium
101191,Medical,Freshman,2.91,,Copywriting/Drafting,Beginner,2,FALSE,15.59,1,Allowed_With_Citation,4,3.357,72.58,Low
101192,Medical,Freshman,3.611,7.12,Debugging/Troubleshooting,Intermediate,4,FALSE,11.3,4,Allowed_With_Citation,7,2.842,73.48,Low
101193,STEM,Junior,3.882,35.26,Ideation,,5,FALSE,18.32,5,Strict_Ban,3,3.791,69.89,Medium
101194,Humanities,Sophomore,3.22,4.2,Copywriting/Drafting,Beginner,3,TRUE,12.82,3,Strict_Ban,6,2.947,82.37,High
101195,Business,Freshman,3.321,,Debugging/Troubleshooting,,1,FALSE,7.25,3,Allowed_With_Disclosure,9,3.314,85.71,Low
101196,STEM,Freshman,2.758,16.01,Copywriting/Drafting,Intermediate,3,FALSE,9.54,4,Allowed_With_Citation,3,2.649,73.8,Medium
101197,Business,Senior,3.495,1.59,Ideation,Advanced,2,FALSE,11.66,5,Allowed_With_Disclosure,4,3.191,93.31,High
101198,Medical,Freshman,3.386,9.76,Copywriting/Drafting,Beginner,3,FALSE,4.15,5,Allowed_With_Disclosure,1,4,58.86,High
101199,Medical,Freshman,3.07,16.59,Copywriting/Drafting,Beginner,2,TRUE,10.17,3,Strict_Ban,1,4,85.89,Low
101200,STEM,Junior,2.903,7,Debugging/Troubleshooting,Intermediate,1,FALSE,8.34,1,Allowed_With_Disclosure,7,3.578,77.77,High
101201,STEM,Junior,3.939,2.84,Copywriting/Drafting,Beginner,4,TRUE,12.79,2,Allowed_With_Disclosure,10,4,65.39,Medium
101202,BUSINESS,Senior,3.353,6.49,Copywriting/Drafting,Beginner,3,TRUE,19.49,3,Strict_Ban,5,3.285,69.98,Low
101203,Humanities,Senior,2.833,0.56,Debugging/Troubleshooting,Beginner,4,FALSE,10.88,3,Strict_Ban,4,2.992,62.15,Medium
101204,Business,Sophomore,3.542,17.01,Summarizing_Reading,Beginner,2,FALSE,,4,Allowed_With_Citation,7,3.157,53.9,High
101205,STEM,Freshman,3.292,10.91,Debugging/Troubleshooting,Beginner,5,TRUE,13.13,4,Strict_Ban,6,3.424,71.04,High
101206,Business,Junior,3.224,12.11,Summarizing_Reading,Beginner,2,FALSE,8.96,1,Allowed_With_Disclosure,6,3.676,,Low
101207,STEM,Junior,3.591,12.66,IDEATION,Beginner,2,FALSE,20.24,5,Strict_Ban,5,2.756,64.88,Low
101208,Business,Freshman,2.155,19.09,Debugging/Troubleshooting,Intermediate,2,FALSE,12.07,2,Allowed_With_Disclosure,5,2.935,77.9,Low
101209,STEM,Senior,2.477,133.0945608,Debugging/Troubleshooting,Beginner,4,FALSE,9.58,1,Allowed_With_Citation,10,4,87.95,Low
101210,STEM,Junior,3.752,10.98,Summarizing_Reading,Beginner,4,FALSE,14.54,4,Allowed_With_Disclosure,2,3.405,72.87,Low
101211,STEM, Senior ,,4.45,Ideation,Beginner,3,FALSE,9.03,2,Allowed_With_Citation,1,4,65.71,High
101212,Humanities,Junior,3.029,0.96,Debugging/Troubleshooting,Advanced,2,FALSE,16.09,3,Strict_Ban,10,3.297,79.48,High
101213,Business,Junior,2.665,139.1415353,Copywriting/Drafting,Intermediate,5,FALSE,9.31,4,Allowed_With_Citation,8,2.88,87.68,Medium
101214,Business,Sophomore,3.278,2.85,Debugging/Troubleshooting,Intermediate,2,FALSE,14.34,4,Allowed_With_Disclosure,2,3.071,66.98,Medium
101215,Business,Junior,3.327,,Copywriting/Drafting,Beginner,2,TRUE,11.58,1,Strict_Ban,7,3.138,95.79,Medium
101216,STEM,Freshman,3.776,6.72,Copywriting/Drafting,,4,FALSE,8.31,1,Strict_Ban,7,3.5,82.48,Low
101217,Business,Freshman,3.349,23.25,Debugging/Troubleshooting,Intermediate,1,FALSE,12.33,1,Allowed_With_Disclosure,9,3.311,80.78,Low
101218,Business,Freshman,3.079,9.68,Copywriting/Drafting,Intermediate,2,TRUE,17.86,5,Strict_Ban,4,3.418,92.99,High
101219,STEM,Senior,3.362,8.87,Copywriting/Drafting,Intermediate,3,FALSE,17.23,5,Allowed_With_Disclosure,7,3.911,63.32,Low
101220,Medical,Junior,3.644,,Ideation,Advanced,1,TRUE,13.2,2,Allowed_With_Disclosure,7,3.486,100,High
101221,STEM,Senior,3.556,17.92,Ideation,Advanced,5,TRUE,7.48,4,Strict_Ban,10,3.877,97.53,Medium
101222,Business,Sophomore,3.449,4.41,Ideation,Beginner,3,FALSE,13.86,3,Allowed_With_Citation,2,3.32,62.52,Low
101223,STEM,Junior,3.31,5.66,Debugging/Troubleshooting,Beginner,2,FALSE,7.06,3,Strict_Ban,9,3.23,63.47,High
101224,Medical,Freshman,2.967,23.34,Summarizing_Reading,Beginner,4,FALSE,6.86,2,Allowed_With_Citation,5,3.849,71.71,Low
101225,STEM,Sophomore,2.787,2.06,Debugging/Troubleshooting,Beginner,4,TRUE,5.46,1,Strict_Ban,10,4,74.14,Low
101226,Business,Sophomore,2.724,2.81,Debugging/Troubleshooting,Intermediate,5,FALSE,11,2,Allowed_With_Citation,4,3.035,72.29,Low
101227,Medical,Junior,3.358,5.93,Debugging/Troubleshooting,Advanced,5,FALSE,17.44,3,Allowed_With_Citation,6,2.88,67.04,High
101228,Humanities,Freshman,3.399,22.45,Debugging/Troubleshooting,Intermediate,5,TRUE,11.87,3,Allowed_With_Citation,8,3.519,75.66,Medium
101229,Business,Senior,3.638,19.37,Debugging/Troubleshooting,Beginner,4,FALSE,9.84,4,Strict_Ban,9,3.231,91.93,Medium
101230,Medical,Junior,3.425,5.59,Ideation,Advanced,2,FALSE,10.79,1,Strict_Ban,9,3.482,69.09,Medium
101231,Medical,Freshman,3.62,16.51,Summarizing_Reading,Intermediate,4,TRUE,14.48,2,Strict_Ban,9,3.381,99.92,Low
101232,Humanities,Sophomore,3.148,6.18,Debugging/Troubleshooting,Beginner,1,FALSE,12.69,3,Allowed_With_Disclosure,2,3.434,75.93,High
101233,STEM,Junior,3.508,8.39,Debugging/Troubleshooting,Beginner,1,TRUE,4.94,5,Allowed_With_Disclosure,4,3.395,61.23,Medium
101234,STEM,Sophomore,2.799,29.47,Debugging/Troubleshooting,Beginner,5,FALSE,10.49,1,Allowed_With_Disclosure,10,3.261,100,High
101235,Business,Freshman,3.176,10.58,Ideation,Beginner,3,FALSE,13.84,3,Allowed_With_Disclosure,4,3.188,76.92,Medium
101236,Humanities,Senior,2.467,23.18,Summarizing_Reading,Beginner,1,TRUE,14.84,2,Strict_Ban,10,3.608,74.16,Medium
101237,STEM,Senior,3.213,16.89,Summarizing_Reading,Advanced,2,FALSE,15.25,2,Allowed_With_Citation,7,3.763,75.37,High
101238,Humanities,Sophomore,3.69,4.1,Summarizing_Reading,Intermediate,5,FALSE,10.96,4,Allowed_With_Citation,4,3.627,82.41,High
101239,STEM,Sophomore,,,Ideation,Intermediate,5,FALSE,6.83,5,Strict_Ban,3,2.831,96.56,Medium
101240,Medical,Sophomore,3.489,15.1,Ideation,Beginner,2,TRUE,6.49,4,Allowed_With_Disclosure,4,3.451,47.83,Low
101241,STEM,Junior,3.309,4.2,Summarizing_Reading,Beginner,4,TRUE,10.25,1,Strict_Ban,4,2.844,69.07,Low
101242,Humanities,Freshman,2.972,10.65,Ideation,Intermediate,3,FALSE,12.7,1,Allowed_With_Disclosure,7,2.999,84.03,Low
101243,Medical,Sophomore,3.125,3.37,Debugging/Troubleshooting,Intermediate,3,FALSE,9.17,3,Allowed_With_Citation,2,3.187,76.46,High
101244,Medical,Sophomore,3.672,,Copywriting/Drafting,Beginner,3,TRUE,16.01,2,Allowed_With_Disclosure,8,2.657,58.61,Low
101245,Medical,Sophomore,3.487,7.5,DEBUGGING/TROUBLESHOOTING,Advanced,5,FALSE,10.83,1,Strict_Ban,2,3.601,97.37,Medium
101246,Humanities,Senior,2.953,18.46,Summarizing_Reading,Beginner,1,FALSE,12.24,4,Strict_Ban,9,2.749,32.27,High
101247,Business,Sophomore,2.645,7.94,Summarizing_Reading,Beginner,5,FALSE,10.64,2,Allowed_With_Disclosure,9,3.402,72.84,Medium
101248,Business,Freshman,3.283,9.15,Debugging/Troubleshooting,Beginner,3,FALSE,14.85,2,Allowed_With_Disclosure,10,2.734,100,Medium
101249,Business,Senior,2.967,26.7,Copywriting/Drafting,Beginner,4,TRUE,10.67,1,Allowed_With_Disclosure,6,2.652,,Low
101250,Humanities,Freshman,3.129,6.81,Debugging/Troubleshooting,Advanced,2,FALSE,11.43,2,Allowed_With_Citation,10,2.631,54.71,Low
101251,Medical,Senior,2.618,5.91,Ideation,Beginner,2,FALSE,9.85,1,Strict_Ban,7,3.902,49.02,Medium
101252,Business,Senior,3.616,2.06,Ideation,Advanced,1,FALSE,11.92,3,Allowed_With_Disclosure,6,3.517,52.27,High
101253,Humanities,Junior,3.161,,Ideation,Beginner,1,FALSE,10.81,5,Allowed_With_Citation,1,2.42,92.36,Medium
101254,Business,Senior,3.222,22.41,Copywriting/Drafting,Beginner,5,FALSE,17.13,5,Allowed_With_Disclosure,4,3.741,100,Low
101255,STEM,Senior,2.867,9.24,Copywriting/Drafting,Beginner,4,TRUE,12.41,2,Strict_Ban,4,3.059,51.29,Medium
101256,Business,Freshman,3.089,16.67,Debugging/Troubleshooting,Intermediate,4,FALSE,15.93,5,Allowed_With_Citation,2,3.457,52.63,Medium
101257,Business,Freshman,3.249,11.77,Copywriting/Drafting,Intermediate,3,TRUE,5.98,3,Allowed_With_Citation,2,3.131,,Low
101258,Medical,Sophomore,2.955,14.51,DEBUGGING/TROUBLESHOOTING,Beginner,3,TRUE,8.79,5,Strict_Ban,8,3.022,62.59,Medium
101259,Humanities,Junior,3.114,7.74,Ideation,Beginner,5,TRUE,7.95,3,Strict_Ban,5,3.367,72.18,Low
101260,Medical,Senior,3.755,10.28,Copywriting/Drafting,Beginner,4,TRUE,9.2,3,Allowed_With_Citation,7,3.001,68.04,Low
101261,Medical,Junior,2.5,3.98,Debugging/Troubleshooting,Intermediate,3,FALSE,12.11,3,Allowed_With_Disclosure,4,3.182,,High
101262,Medical,Sophomore,3.274,17.17,Ideation,Beginner,4,FALSE,16.44,3,Strict_Ban,5,3.179,100,Medium
101263,Medical,Junior,2.886,18.64,Debugging/Troubleshooting,Advanced,2,FALSE,14.37,5,Strict_Ban,4,2.493,65.59,Medium
101264,Medical,Senior,3.735,11.23,Copywriting/Drafting,Beginner,1,FALSE,13.17,5,Allowed_With_Citation,5,3.54,86.49,Medium
101265,Business,Freshman,3.128,11.09,Debugging/Troubleshooting,Beginner,2,FALSE,13.63,4,Allowed_With_Disclosure,7,3.498,52.29,Medium
101266,Medical,Junior,2.781,1.02,Copywriting/Drafting,Advanced,3,FALSE,14.51,2,Allowed_With_Citation,10,3.118,69.99,Low
101267,Medical,Senior,3.114,15.24,Ideation,Intermediate,3,TRUE,12.3,1,Strict_Ban,6,3.443,61.98,Medium
101268,Humanities,Sophomore,3.34,11.84,Debugging/Troubleshooting,Beginner,1,FALSE,9.34,1,Allowed_With_Disclosure,6,3.914,66.2,Low
101269,STEM,Senior,4,5.82,Ideation,Beginner,1,FALSE,14.75,4,Strict_Ban,4,3.107,58.66,Medium
101270,BUSINESS,Junior,2.356,13.16,Ideation,Intermediate,5,FALSE,11.53,4,Allowed_With_Citation,8,3.45,72.13,High
101271,BUSINESS,Senior,2.72,,Copywriting/Drafting,Beginner,1,FALSE,16.53,3,Strict_Ban,8,3.482,66.4,High
101272,Business,Senior,3.722,10.3,Debugging/Troubleshooting,Beginner,3,TRUE,16.98,5,Allowed_With_Citation,10,3.39,56.97,Medium
101273,Medical,Junior,2.596,20.1,Ideation,Intermediate,4,TRUE,13.9,4,Allowed_With_Citation,9,3.161,68.24,Low
101274,Medical,Junior,3.204,5.34,Summarizing_Reading,Intermediate,5,FALSE,14.79,5,Allowed_With_Disclosure,6,3.393,84.62,Low
101275,Medical,Sophomore,3.007,12.06,Debugging/Troubleshooting,Advanced,4,FALSE,,2,Strict_Ban,1,3.995,58.17,Low
101276,Humanities,Senior,2.944,8.18,Copywriting/Drafting,Intermediate,1,FALSE,19.34,1,Allowed_With_Disclosure,6,3.51,92.14,High
101277,STEM,Freshman,3.131,2.45,Copywriting/Drafting,Intermediate,1,FALSE,12.47,5,Allowed_With_Citation,3,3.004,68.61,High
101278,Medical,Junior,3.067,7.37,Copywriting/Drafting,Intermediate,1,FALSE,13.97,4,Allowed_With_Disclosure,3,3.831,66.4,High
101279,STEM,Senior,3.623,18.96,Copywriting/Drafting,Intermediate,1,FALSE,16.12,5,Strict_Ban,10,3.42,61.55,High
101280,Humanities,Freshman,3.731,7.69,Ideation,Intermediate,2,FALSE,9.17,5,Allowed_With_Disclosure,3,2.949,70.48,Low
101281,Business,Freshman,3.371,8.47,Debugging/Troubleshooting,Advanced,1,FALSE,11.78,2,Allowed_With_Disclosure,10,3.04,74.7,Low
101282,Medical,Senior,3.106,7.13,Debugging/Troubleshooting,,5,FALSE,,4,Allowed_With_Disclosure,2,4,77.62,High
101283,STEM,Senior,3.303,10.25,Ideation,Intermediate,2,TRUE,6.62,4,Allowed_With_Citation,5,3.131,65.54,Medium
101284,STEM,Senior,3.522,5.82,Summarizing_Reading,Advanced,1,FALSE,16.04,1,Allowed_With_Disclosure,9,2.778,,High
101285,Medical,Freshman,,9.57,Debugging/Troubleshooting,Beginner,1,FALSE,27.45,1,Allowed_With_Disclosure,4,2.529,71.13,Low
101286,Business,Senior,3.348,6.94,Copywriting/Drafting,Beginner,3,FALSE,11.58,1,Allowed_With_Disclosure,8,3.085,75.84,High
101287,Business,Junior,3.811,2.58,Debugging/Troubleshooting,Beginner,5,TRUE,9.74,3,Allowed_With_Disclosure,5,3.404,64.9,High
101288,Business,Freshman,2.953,1.42,Debugging/Troubleshooting,Beginner,3,FALSE,8.93,4,Allowed_With_Citation,8,3.973,65.45,Low
101289,Humanities,Junior,3.656,5.34,Summarizing_Reading,Intermediate,5,FALSE,13.75,4,Allowed_With_Disclosure,4,3.285,100,High
101290,STEM,Junior,3.482,14.28,Copywriting/Drafting,Beginner,1,FALSE,6.35,1,Strict_Ban,8,3.608,72.39,High
101291,STEM,Senior,2.956,5.28,Copywriting/Drafting,Intermediate,4,FALSE,5.97,3,Allowed_With_Disclosure,9,2.832,71.87,Low
101292,STEM,Junior,3.293,10.52,Summarizing_Reading,Intermediate,1,FALSE,9.26,2,Allowed_With_Citation,5,3.43,45.94,Low
101293,Humanities,Senior,3.321,5.82,Copywriting/Drafting,Advanced,5,TRUE,14.06,4,Allowed_With_Disclosure,2,3.609,76.13,Medium
101294,STEM,Freshman,3.143,9.17,Debugging/Troubleshooting,Intermediate,5,TRUE,9.04,3,Allowed_With_Disclosure,7,3.34,74.89,Low
101295,Humanities,Junior,3.139,2.17,Ideation,Beginner,1,FALSE,,3,Strict_Ban,10,3.561,57.86,Low
101296,Business,Senior,2.59,15.83,Ideation,Beginner,2,TRUE,8.2,5,Allowed_With_Citation,2,3.267,,Low
101297,Medical,Sophomore,2.924,9.54,Summarizing_Reading,Intermediate,4,FALSE,19.56,4,Strict_Ban,8,4,77.43,High
101298,STEM,Senior,3.105,8.98,Ideation,Intermediate,4,TRUE,17.48,2,Strict_Ban,10,2.301,52.07,Medium
101299,STEM,Sophomore,2.971,9.78,Copywriting/Drafting,Beginner,1,TRUE,11.12,2,Allowed_With_Disclosure,2,3.797,76.62,Medium
101300,Business,Senior,2.858,9.67,Copywriting/Drafting,Advanced,5,FALSE,11.21,4,Allowed_With_Disclosure,8,3.505,71.15,High
101301,Medical,Sophomore,3.624,9.8,COPYWRITING/DRAFTING,Beginner,2,FALSE,2.28,5,Strict_Ban,5,3.611,92.42,Medium
101302,Humanities,Junior,3.158,7.79,Ideation,Advanced,1,FALSE,,3,Allowed_With_Disclosure,9,3.488,54.55,Low
101303,Medical,Sophomore,4,0.18,Copywriting/Drafting,Beginner,5,FALSE,6.97,4,Strict_Ban,8,2.858,100,Medium
101304,Business,Junior,3.289,13.66,Debugging/Troubleshooting,Beginner,3,FALSE,,1,Allowed_With_Disclosure,8,2.76,80.94,Medium
101305,Business,Junior,3.616,17.81,Ideation,Intermediate,1,FALSE,13.26,1,Allowed_With_Disclosure,1,3.561,52.66,Medium
101306,Medical,Senior,3.117,15.96,Debugging/Troubleshooting,Intermediate,2,FALSE,11.98,5,Allowed_With_Citation,3,3.604,93.49,Medium
101307,Humanities,Junior,2.935,16.12,Debugging/Troubleshooting,Advanced,1,TRUE,9.54,2,Allowed_With_Citation,5,4,81.07,Medium
101308,Humanities,Freshman,3.305,5.72,Summarizing_Reading,Intermediate,1,FALSE,10.17,1,Allowed_With_Citation,3,3.463,78.5,Low
101309,STEM,Sophomore,3.718,10.76,Copywriting/Drafting,Beginner,1,TRUE,9.31,4,Allowed_With_Disclosure,4,2.685,74.97,High
101310,Humanities,Senior,3.164,20.98,Summarizing_Reading,Beginner,2,TRUE,9.51,2,Allowed_With_Citation,9,4,69.13,Medium
101311,Medical,Junior,3.379,11.77,Copywriting/Drafting,Beginner,2,FALSE,9.77,3,Allowed_With_Citation,10,3.99,62.29,Medium
101312,Business,Sophomore,3.303,4.92,Summarizing_Reading,,5,FALSE,8.73,3,Allowed_With_Disclosure,8,3.095,61.37,High
101313,STEM,Sophomore,3.161,5.32,Copywriting/Drafting,Beginner,5,TRUE,16.34,4,Allowed_With_Disclosure,8,2.805,100,High
101314,STEM,Freshman,3.181,28.77,Copywriting/Drafting,Beginner,5,TRUE,7.06,5,Strict_Ban,4,2.839,93.54,Low
101315,Business,Sophomore,2.801,19.6,Copywriting/Drafting,Intermediate,1,TRUE,14.37,4,Strict_Ban,5,3.566,75.39,High
101316,Humanities,Senior,,6.31,Copywriting/Drafting,Intermediate,1,TRUE,12.73,2,Strict_Ban,3,4,,Low
101317,Business,Senior,3.461,9.61,Copywriting/Drafting,Beginner,4,TRUE,14.05,5,Allowed_With_Citation,1,3.333,59.44,Medium
101318,Humanities,Junior,3.318,13.74,Debugging/Troubleshooting,Beginner,2,TRUE,18.86,4,Allowed_With_Disclosure,7,3.68,129.0195873,Low
101319,Business,Junior,3.274,4.56,Summarizing_Reading,Intermediate,1,FALSE,7.83,5,Allowed_With_Disclosure,2,2.552,61.22,Medium
101320,Medical,Senior,3.49,22.48,Debugging/Troubleshooting,Beginner,5,TRUE,14,1,Strict_Ban,8,4,100,Low
101321,Humanities,Sophomore,3.278,0.74,Ideation,Advanced,2,FALSE,9.69,3,Strict_Ban,10,3.173,62.81,Medium
101322,Medical,Sophomore,3.206,0.93,Debugging/Troubleshooting,Intermediate,3,FALSE,18.67,4,Allowed_With_Disclosure,6,3.155,77.85,High
101323,STEM,Freshman,3.494,20.63,Copywriting/Drafting,Beginner,3,FALSE,6.97,4,Allowed_With_Disclosure,4,3.449,86.41,Medium
101324,Business,Junior,3.255,32.27,Debugging/Troubleshooting,Beginner,3,FALSE,5.9,2,Strict_Ban,4,2.775,100,High
101325,STEM,Sophomore,3.105,9.58,Summarizing_Reading,Beginner,1,FALSE,12.16,4,Strict_Ban,7,2.587,56.76,High
101326,STEM,Sophomore,3.387,29.76,Ideation,Intermediate,5,FALSE,,4,Allowed_With_Disclosure,1,3.431,92.31,High
101327,STEM,Junior,3.186,10.3,Summarizing_Reading,Advanced,1,TRUE,15.64,4,Strict_Ban,4,3.13,55.24,Low
101328,STEM,Senior,3.087,3.74,Copywriting/Drafting,Beginner,1,TRUE,13.59,5,Allowed_With_Disclosure,7,2.714,85.55,High
101329,Business,Sophomore,3.262,5.48,Copywriting/Drafting,Intermediate,2,FALSE,7.43,3,Strict_Ban,2,2.727,57.68,Medium
101330,STEM,Freshman,3.267,10.34,Summarizing_Reading,Advanced,2,TRUE,16.78,1,Strict_Ban,5,3.952,65.48,Low
101331,Business,Sophomore,2.759,8.5,Summarizing_Reading,Intermediate,1,FALSE,17.84,5,Allowed_With_Citation,2,3.113,66.96,Low
101332,Business,Sophomore,3.333,10.67,Summarizing_Reading,Advanced,5,FALSE,14.39,2,Allowed_With_Citation,2,3.087,,High
101333,Medical,Freshman,3.939,11.56,COPYWRITING/DRAFTING,Beginner,4,TRUE,5.43,1,Allowed_With_Citation,6,3.031,66.1,Low
101334,Humanities,Senior,2.808,20.39,Ideation,Beginner,2,FALSE,5.39,1,Strict_Ban,2,2.505,86.61,Medium
101335,Humanities,Freshman,2.999,2.3,Ideation,Beginner,3,FALSE,11.83,5,Allowed_With_Disclosure,5,2.964,81.84,High
